Gazepoint Trace Data File,  09:38:00  04/04/2017 
sampindx  EyeFound   XPos   YPos   PupilDiam    EyeX    EyeY   EyeZ   GazeTiSec   RpTiSec   FoucsRange    FixIndx
  249        1       565     585      5.50      1.1     6.0    -1.3    33.6653    33.6848      743.9     13
  250        1       566     569      5.48      1.8     6.0    -1.2    33.6820    33.7015      743.8     13
  251        1       571     568      5.50      2.5     6.0    -1.2    33.6987    33.7181      743.8     13
  252        1       567     588      5.58      3.3     6.0    -1.1    33.7153    33.7349      743.9     13
  253        1       631     558      5.50      4.0     6.0    -1.1    33.7320    33.7515      743.9     -1
  254        1       875     531      5.54      4.5     6.1    -1.3    33.7487    33.7681      743.9     -1
  255        1      1107     397      5.50      5.1     6.0    -1.1    33.7653    33.7848      743.9     -1
  256        1      1309     377      5.48      5.5     6.0    -1.2    33.7820    33.8014      743.9     -1
  257        1      1407     342      5.58      5.9     6.0    -1.4    33.7987    33.8183      743.9     14
  258        1      1400     340      5.58      6.2     5.9    -1.5    33.8153    33.8348      743.9     14
  259        1      1404     341      5.50      6.3     5.9    -1.5    33.8320    33.8516      743.8     14
  260        1      1406     332      5.52      6.4     5.9    -1.5    33.8487    33.8682      743.8     14
  261        1      1403     337      5.52      6.4     5.9    -1.3    33.8653    33.8847      743.8     14
  262        1      1396     353      5.60      6.5     5.9    -1.4    33.8820    33.9014      743.8     14
  263        1      1392     354      5.54      6.7     5.9    -1.7    33.8987    33.9182      743.8     14
  264        1      1402     343      5.58      7.0     5.8    -1.8    33.9153    33.9350      743.8     14
  265        1      1407     345      5.60      6.9     5.8    -1.6    33.9320    33.9517      743.8     14
  266        1      1409     356      5.58      6.7     5.7    -1.2    33.9487    33.9681      743.8     14
  267        1      1414     365      5.58      6.4     5.6    -0.9    33.9654    33.9847      743.8     14
  268        1      1421     358      5.64      6.3     5.5     0.1    33.9820    34.0015      743.8     14
  269        1      1415     350      5.62      6.2     5.4     0.1    33.9987    34.0182      743.8     14
  270        1      1410     361      5.68      6.1     5.4     0.7    34.0154    34.0349      743.9     14
  271        1      1406     364      5.60      5.7     5.2     0.6    34.0320    34.0514      744.0     14
  272        1      1404     354      5.66      5.7     5.0     0.4    34.0487    34.0681      744.0     14
  273        1      1410     354      5.60      5.6     4.9     0.4    34.0654    34.0848      744.0     14
  274        1      1396     357      5.64      5.6     4.9     0.5    34.0820    34.1015      744.0     14
  275        1      1392     365      5.70      5.7     4.8     0.4    34.0987    34.1182      744.0     14
  276        1      1378     350      5.66      5.7     4.7     0.3    34.1154    34.1348      744.0     14
  277        1      1372     364      5.64      5.6     4.6     0.3    34.1320    34.1515      744.0     14
  278        1      1371     359      5.70      5.5     4.4     0.2    34.1487    34.1682      744.0     14
  279        1      1370     361      5.72      5.0     4.3     0.1    34.1654    34.1849      744.0     14
  280        1      1381     356      5.76      4.8     4.3     0.0    34.1820    34.2015      744.0     14
  281        1      1374     368      5.74      4.6     4.2    -0.1    34.1987    34.2182      744.0     14
  282        1      1377     355      5.74      4.6     4.1    -0.2    34.2154    34.2348      744.0     14
  283        1      1373     366      5.74      4.6     4.1     0.0    34.2320    34.2515      744.0     14
  284        1      1370     361      5.74      4.5     4.0     0.1    34.2487    34.2682      744.0     14
  285        1      1373     351      5.78      4.5     3.9     0.1    34.2654    34.2848      744.0     14
  286        1      1371     344      5.80      4.3     3.9     0.0    34.2820    34.3016      744.0     14
  287        1      1370     344      5.84      4.1     3.8     0.1    34.2987    34.3182      744.0     14
  288        1      1374     359      5.80      3.9     3.8     0.3    34.3154    34.3348      744.0     14
  289        1      1366     347      5.78      3.8     3.8     0.2    34.3320    34.3515      744.0     14
  290        1      1368     349      5.82      3.7     3.8     0.1    34.3487    34.3682      744.0     14
  291        1      1364     355      5.80      3.6     3.8     0.1    34.3654    34.3849      744.0     14
  292        1      1365     367      5.78      3.5     3.8     0.2    34.3820    34.4015      744.0     14
  293        1      1363     353      5.80      3.4     3.8     0.1    34.3987    34.4181      744.0     14
  294        1      1361     363      5.80      3.3     3.8     0.0    34.4154    34.4348      744.0     14
  295        1      1362     344      5.80      3.2     3.7     0.0    34.4320    34.4514      744.0     14
  296        1      1361     352      5.80      3.0     3.7    -0.2    34.4487    34.4682      744.0     14
  297        1      1359     343      5.78      2.9     3.6    -0.2    34.4654    34.4848      744.0     14
  298        1      1356     355      5.80      2.8     3.6    -0.1    34.4820    34.5017      744.0     14
  299        1      1358     348      5.78      2.6     3.5    -0.2    34.4987    34.5181      744.0     14
  300        1      1362     352      5.86      2.4     3.5    -0.2    34.5154    34.5348      744.0     14
  301        1      1360     357      5.82      2.4     3.5    -0.2    34.5321    34.5516      744.0     14
  302        1      1359     347      5.80      2.3     3.5    -0.3    34.5487    34.5681      744.0     14
  303        1      1355     344      5.82      2.2     3.5    -0.3    34.5654    34.5848      744.0     14
  304        1      1360     344      5.88      2.2     3.5    -0.2    34.5821    34.6014      744.0     14
  305        1      1353     342      5.84      2.1     3.5    -0.2    34.5987    34.6183      744.0     14
  306        1      1352     346      5.82      2.0     3.5    -0.4    34.6154    34.6348      744.0     14
  307        1      1356     338      5.92      2.0     3.5    -0.1    34.6321    34.6516      744.0     14
  308        1      1350     351      5.90      1.9     3.5    -0.4    34.6487    34.6682      744.0     14
  309        1      1349     355      5.90      1.8     3.5    -0.5    34.6654    34.6849      744.0     14
  310        1      1351     355      5.90      1.7     3.5    -0.8    34.6821    34.7015      744.0     14
  311        1      1357     350      5.96      1.6     3.5    -0.5    34.6987    34.7182      744.0     14
  312        1      1202     354      6.00      1.5     3.5    -0.5    34.7154    34.7349      744.0     -1
  313        1      1063     339      6.00      1.3     3.6     0.1    34.7321    34.7516      744.0     15
  314        1      1037     330      5.90      1.1     3.6     0.2    34.7487    34.7684      744.0     15
