Gazepoint Trace Data File,  07:11:14  03/30/2017 
sampindx  EyeFound   XPos   YPos   PupilDiam    EyeX    EyeY   EyeZ   GazeTiSec   RpTiSec   FoucsRange    FixIndx
  189        1      1790     378      7.21      5.0     1.4    -0.4    39.6753    39.6947        0.0      5
  190        1      1793     376      7.22      4.9     1.3    -0.4    39.6836    39.7032        0.0      5
  191        1      1792     368      7.21      4.8     1.3    -0.7    39.6919    39.7115        0.0      5
  192        1      1787     371      7.19      4.7     1.3    -1.0    39.7003    39.7199        0.0      5
  193        1      1784     383      7.21      4.6     1.3    -0.8    39.7086    39.7280        0.0      5
  194        1      1782     379      7.22      4.5     1.3    -0.8    39.7169    39.7366        0.0      5
  195        1      1783     366      7.23      4.5     1.3    -0.7    39.7253    39.7447        0.0      5
  196        1      1785     376      7.24      4.5     1.3    -0.7    39.7336    39.7530        0.0      5
  197        1      1790     378      7.25      4.5     1.3    -0.6    39.7419    39.7616        0.0      5
  198        1      1793     383      7.24      4.4     1.2    -0.7    39.7503    39.7697        0.0      5
  199        1      1786     390      7.22      4.5     1.3    -0.7    39.7586    39.7781        0.0      5
  200        1      1786     388      7.24      4.5     1.3    -0.6    39.7669    39.7864        0.0      5
  201        1      1788     379      7.21      4.5     1.3    -1.3    39.7753    39.7948        0.0      5
  202        1      1790     368      7.22      4.5     1.2    -1.2    39.7836    39.8030        0.0      5
  203        1      1789     366      7.23      4.4     1.2    -1.3    39.7919    39.8116        0.0      5
  204        1      1788     367      7.22      4.4     1.2    -1.3    39.8003    39.8197        0.0      5
  205        1      1789     369      7.22      4.3     1.2    -1.6    39.8086    39.8279        0.0      5
  206        1      1790     376      7.23      4.3     1.1    -1.5    39.8169    39.8363        0.0      5
  207        1      1790     374      7.25      4.2     1.1    -1.4    39.8253    39.8447        0.0      5
  208        1      1786     375      7.23      4.2     1.1    -1.5    39.8336    39.8530        0.0      5
  209        1      1783     376      7.25      4.2     1.1    -1.3    39.8419    39.8614        0.0      5
  210        1      1785     370      7.26      4.2     1.1    -1.3    39.8503    39.8697        0.0      5
  211        1      1788     367      7.25      4.1     1.1    -1.1    39.8586    39.8781        0.0      5
  212        1      1788     361      7.24      4.1     1.0    -1.1    39.8669    39.8866        0.0      5
  213        1      1788     363      7.25      4.0     1.0    -1.0    39.8753    39.8946        0.0      5
  214        1      1786     363      7.25      4.0     1.0    -0.9    39.8836    39.9031        0.0      5
  215        1      1787     361      7.25      4.0     1.0    -1.0    39.8919    39.9113        0.0      5
  216        1      1796     363      7.25      4.0     1.0    -0.9    39.9003    39.9197        0.0      5
  217        1      1798     365      7.23      3.9     1.0    -1.3    39.9086    39.9281        0.0      5
  218        1      1794     370      7.22      3.9     1.0    -1.1    39.9169    39.9364        0.0      5
  219        1      1792     375      7.23      3.9     1.0    -1.1    39.9253    39.9448        0.0      5
  220        1      1789     378      7.23      3.9     0.9    -0.9    39.9336    39.9532        0.0      5
  221        1      1790     373      7.23      3.8     0.9    -0.9    39.9419    39.9614        0.0      5
  222        1      1794     371      7.23      3.8     0.9    -0.7    39.9503    39.9697        0.0      5
  223        1      1794     381      7.22      3.8     0.9    -0.9    39.9586    39.9779        0.0      5
  224        1      1793     381      7.21      3.8     0.9    -0.9    39.9669    39.9863        0.0      5
  225        1      1793     380      7.21      3.8     0.9    -0.8    39.9753    39.9946        0.0      5
  226        1      1793     383      7.19      3.7     0.9    -1.2    39.9836    40.0030        0.0      5
  227        1      1791     386      7.19      3.7     0.9    -1.1    39.9919    40.0113        0.0      5
  228        1      1789     376      7.21      3.7     0.9    -1.1    40.0003    40.0197        0.0      5
  229        1      1790     373      7.20      3.7     0.9    -1.1    40.0086    40.0279        0.0      5
  230        1      1789     375      7.21      3.7     0.9    -1.3    40.0169    40.0364        0.0      5
  231        1      1791     379      7.23      3.7     0.9    -0.8    40.0253    40.0447        0.0      5
  232        1      1792     387      7.20      3.6     0.9    -0.9    40.0336    40.0531        0.0      5
  233        1      1794     388      7.20      3.6     0.9    -0.7    40.0420    40.0615        0.0      5
  234        1      1798     376      7.23      3.5     0.9    -0.8    40.0503    40.0697        0.0      5
  235        1      1798     374      7.22      3.5     0.9    -0.7    40.0586    40.0782        0.0      5
  236        1      1796     370      7.22      3.5     0.9    -0.6    40.0670    40.0864        0.0      5
  237        1      1791     364      7.25      3.4     0.9    -0.3    40.0753    40.0947        0.0      5
  238        1      1747     383      7.25      3.4     0.9    -0.2    40.0836    40.1032        0.0      5
  239        1      1642     426      7.25      3.3     0.9    -0.2    40.0920    40.1113        0.0     -1
  240        1      1526     488      7.29      3.2     0.9    -0.2    40.1003    40.1197        0.0     -1
  241        1      1392     551      7.34      3.2     0.8    -0.4    40.1086    40.1281        0.0     -1
  242        1      1266     570      7.33      3.1     0.8    -0.4    40.1170    40.1364        0.0     -1
  243        1      1158     626      7.26      3.0     0.8    -0.2    40.1253    40.1447        0.0     -1
  244        1      1090     677      7.29      2.9     0.8     0.2    40.1336    40.1531        0.0      6
  245        1      1083     670      7.26      2.8     0.8     0.1    40.1420    40.1613        0.0      6
  246        1      1087     670      7.25      2.7     0.8     0.3    40.1503    40.1698        0.0      6
  247        1      1088     674      7.31      2.5     0.7     0.4    40.1586    40.1779        0.0      6
  248        1      1091     676      7.31      2.4     0.7     0.6    40.1670    40.1867        0.0      6
  249        1      1092     689      7.27      2.3     0.7     0.8    40.1753    40.1948        0.0      6
  250        1      1086     694      7.24      2.2     0.7     0.9    40.1836    40.2032        0.0      6
  251        1      1085     669      7.22      2.0     0.7     0.4    40.1920    40.2113        0.0      6
  252        1      1083     670      7.23      1.9     0.7     0.3    40.2003    40.2197        0.0      6
  253        1      1080     695      7.25      1.8     0.6     0.6    40.2086    40.2281        0.0      6
  254        1      1084     686      7.25      1.6     0.6     0.7    40.2170    40.2365        0.0      6
  255        1      1090     671      7.25      1.4     0.5     0.7    40.2253    40.2447        0.0      6
  256        1      1091     669      7.24      1.3     0.5     0.3    40.2336    40.2531        0.0      6
  257        1      1087     672      7.21      1.1     0.4     0.2    40.2420    40.2615        0.0      6
  258        1      1091     670      7.22      0.9     0.4    -0.2    40.2503    40.2697        0.0      6
  259        1      1091     682      7.25      0.7     0.4     0.4    40.2586    40.2780        0.0      6
  260        1      1090     680      7.25      0.5     0.3    -0.0    40.2670    40.2865        0.0      6
  261        1      1091     668      7.23      0.3     0.2    -0.1    40.2753    40.2947        0.0      6
  262        1      1093     665      7.24      0.0     0.2    -0.4    40.2836    40.3031        0.0      6
  263        1      1107     662      7.26     -0.2     0.1    -0.7    40.2920    40.3114        0.0      6
  264        1      1131     674      7.25     -0.4     0.1    -0.6    40.3003    40.3197        0.0      6
  265        1      1148     659      7.25     -0.7     0.1    -0.6    40.3086    40.3280        0.0      6
  266        1      1151     662      7.27     -1.0     0.1    -0.2    40.3170    40.3365        0.0      6
  267        1      1152     660      7.27     -1.2    -0.0    -0.3    40.3253    40.3448        0.0      6
  268        1      1151     656      7.27     -1.5    -0.0    -0.1    40.3336    40.3533        0.0      6
  269        1      1147     656      7.28     -1.8    -0.1     0.0    40.3420    40.3614        0.0      6
  270        1      1147     631      7.28     -2.1    -0.1    -0.0    40.3503    40.3697        0.0      6
  271        1      1147     638      7.29     -2.5    -0.2     0.3    40.3586    40.3781        0.0      6
  272        1      1143     658      7.30     -2.8    -0.1     0.3    40.3670    40.3864        0.0      6
  273        1      1146     643      7.28     -3.1    -0.2    -0.0    40.3753    40.3949        0.0      6
  274        1      1155     645      7.29     -3.5    -0.2     0.2    40.3837    40.4032        0.0      6
  275        1      1154     653      7.31     -3.8    -0.2     0.8    40.3920    40.4113        0.0      6
  276        1      1144     637      7.33     -4.1    -0.2     0.8    40.4003    40.4197        0.0      6
  277        1      1147     644      7.37     -4.4    -0.3     0.7    40.4087    40.4283        0.0      6
  278        1      1150     637      7.36     -4.7    -0.3     0.4    40.4170    40.4364        0.0      6
  279        1      1138     635      7.29     -5.0    -0.4    -0.3    40.4253    40.4448        0.0      6
  280        1      1087     655      7.38     -5.2    -0.3     0.0    40.4337    40.4531        0.0      6
  281        1      1029     656      7.41     -5.3    -0.4     0.4    40.4420    40.4614        0.0      7
  282        1      1006     632      7.34     -5.4    -0.4    -0.1    40.4503    40.4698        0.0      7
  283        1      1008     620      7.38     -5.5    -0.4    -0.4    40.4587    40.4780        0.0      7
  284        1      1005     641      7.42     -5.6    -0.4    -0.3    40.4670    40.4864        0.0      7
  285        1      1008     642      7.40     -5.7    -0.5    -0.1    40.4753    40.4947        0.0      7
  286        1      1006     628      7.42     -5.8    -0.4     0.1    40.4837    40.5032        0.0      7
  287        1      1003     642      7.43     -5.9    -0.5    -0.0    40.4920    40.5113        0.0      7
  288        1      1009     634      7.40     -5.9    -0.5    -0.1    40.5003    40.5198        0.0      7
  289        1      1008     632      7.40     -6.0    -0.6    -0.0    40.5087    40.5281        0.0      7
  290        1      1006     657      7.40     -6.1    -0.6     0.0    40.5170    40.5365        0.0      7
  291        1      1011     629      7.41     -6.3    -0.7     0.4    40.5253    40.5447        0.0      7
  292        1      1014     612      7.43     -6.5    -0.6     0.5    40.5337    40.5532        0.0      7
  293        1      1011     623      7.44     -6.7    -0.8     1.2    40.5420    40.5614        0.0      7
  294        1      1011     628      7.43     -6.8    -0.7     1.3    40.5503    40.5698        0.0      7
  295        1      1009     620      7.41     -7.0    -0.9     1.7    40.5587    40.5781        0.0      7
  296        1      1007     604      7.42     -7.0    -0.8     1.3    40.5670    40.5864        0.0      7
  297        1      1007     597      7.44     -7.0    -1.0     2.2    40.5753    40.5947        0.0      7
  298        1      1003     614      7.45     -7.0    -0.9     1.9    40.5837    40.6031        0.0      7
  299        1      1004     630      7.43     -6.9    -1.1     2.4    40.5920    40.6114        0.0      7
  300        1      1005     622      7.44     -6.8    -1.0     2.3    40.6003    40.6198        0.0      7
  301        1      1005     614      7.46     -6.7    -1.1     2.4    40.6087    40.6280        0.0      7
  302        1      1006     608      7.45     -6.7    -1.1     1.7    40.6170    40.6366        0.0      7
  303        1      1002     587      7.46     -6.7    -1.2     3.1    40.6253    40.6447        0.0      7
  304        1      1001     599      7.49     -6.6    -1.2     3.0    40.6337    40.6532        0.0      7
  305        1      1007     597      7.47     -6.5    -1.3     2.5    40.6420    40.6614        0.0      7
  306        1      1006     598      7.48     -6.5    -1.3     2.9    40.6503    40.6698        0.0      7
  307        1      1006     617      7.51     -6.5    -1.4     3.2    40.6587    40.6780        0.0      7
  308        1      1006     604      7.49     -6.5    -1.3     3.0    40.6670    40.6866        0.0      7
  309        1      1006     594      7.49     -6.5    -1.5     2.8    40.6753    40.6947        0.0      7
  310        1      1005     595      7.48     -6.5    -1.4     2.5    40.6837    40.7031        0.0      7
  311        1      1005     600      7.52     -6.4    -1.6     2.1    40.6920    40.7113        0.0      7
  312        1      1005     601      7.54     -6.4    -1.5     1.9    40.7003    40.7198        0.0      7
  313        1      1005     583      7.57     -6.3    -1.7     2.2    40.7087    40.7281        0.0      7
  314        1      1005     598      7.59     -6.3    -1.6     2.4    40.7170    40.7366        0.0      7
  315        1      1007     613      7.56     -6.2    -1.7     1.6    40.7253    40.7447        0.0      7
  316        1      1008     613      7.59     -6.1    -1.7     2.1    40.7337    40.7532        0.0      7
  317        1      1008     605      7.61     -6.0    -1.8     1.6    40.7420    40.7613        0.0      7
  318        1      1009     606      7.60     -6.0    -1.8     2.0    40.7503    40.7697        0.0      7
  319        1      1009     599      7.61     -6.0    -1.9     1.8    40.7587    40.7782        0.0      7
