Gazepoint Trace Data File,  09:49:03  04/04/2017 
sampindx  EyeFound   XPos   YPos   PupilDiam    EyeX    EyeY   EyeZ   GazeTiSec   RpTiSec   FoucsRange    FixIndx
  172        1       285     518      6.08     -5.1     5.6     0.7    65.9144    65.9339      765.7     11
  173        1       300     515      5.98     -5.1     5.6     0.5    65.9311    65.9505      765.7     11
  174        1       281     535      5.96     -5.1     5.6     0.4    65.9478    65.9673      765.7     11
  175        1       296     527      5.94     -5.0     5.6     0.4    65.9644    65.9839      765.7     11
  176        1       290     523      5.88     -4.8     5.6     0.4    65.9811    66.0007      765.7     11
  177        1       294     508      5.88     -4.7     5.5    -0.1    65.9978    66.0174      765.8     11
  178        1       295     501      5.84     -4.5     5.5    -0.2    66.0144    66.0339      765.9     11
  179        1       297     504      5.84     -4.4     5.5    -0.5    66.0311    66.0507      765.9     11
  180        1       291     511      5.82     -4.3     5.4    -0.4    66.0478    66.0673      765.9     11
  181        1       296     499      5.78     -4.2     5.4    -0.1    66.0644    66.0841      765.9     11
  182        1       293     520      5.76     -4.1     5.4    -0.1    66.0811    66.1005      765.9     11
  183        1       273     489      5.76     -4.0     5.4    -0.1    66.0978    66.1172      765.9     11
  184        1       280     486      5.74     -4.0     5.4    -0.3    66.1145    66.1338      765.9     11
  185        1       277     486      5.72     -3.9     5.4    -0.2    66.1311    66.1504      765.9     11
  186        1       279     491      5.70     -3.9     5.3    -0.2    66.1478    66.1673      765.9     11
  187        1       280     482      5.68     -3.8     5.3    -0.3    66.1645    66.1841      765.9     11
  188        1       275     483      5.70     -3.8     5.3    -0.3    66.1811    66.2006      765.9     11
  189        1       281     487      5.74     -3.8     5.3    -0.2    66.1978    66.2173      765.9     11
  190        1       272     481      5.74     -3.8     5.3    -0.3    66.2145    66.2338      765.9     11
  191        1       276     476      5.74     -3.8     5.3    -0.0    66.2311    66.2508      765.9     11
  192        1       273     486      5.68     -3.9     5.3    -0.1    66.2478    66.2673      765.9     11
  193        1       273     485      5.68     -3.9     5.4    -0.5    66.2645    66.2840      765.9     11
  194        1       282     486      5.66     -3.9     5.4    -0.9    66.2811    66.3006      765.9     11
  195        1       275     495      5.68     -3.9     5.4    -1.2    66.2978    66.3174      765.9     11
  196        1       276     487      5.68     -3.9     5.4    -1.6    66.3145    66.3338      765.9     11
  197        1       286     490      5.64     -3.8     5.4    -1.8    66.3311    66.3508      765.9     11
  198        1       277     487      5.66     -3.8     5.4    -1.7    66.3478    66.3674      765.9     11
  199        1       280     494      5.64     -3.7     5.4    -1.3    66.3645    66.3840      765.9     11
  200        1       277     503      5.64     -3.6     5.3    -1.0    66.3811    66.4007      765.9     11
  201        1       279     511      5.68     -3.5     5.3    -0.8    66.3978    66.4172      765.9     11
  202        1       276     507      5.64     -3.4     5.3    -0.7    66.4145    66.4339      765.9     11
  203        1       279     501      5.64     -3.3     5.3    -0.8    66.4311    66.4507      765.9     11
  204        1       282     495      5.66     -3.2     5.2    -1.0    66.4478    66.4672      765.9     11
  205        1       284     492      5.70     -3.0     5.2    -1.4    66.4645    66.4840      765.9     11
  206        1       285     494      5.66     -2.9     5.2    -1.1    66.4811    66.5005      765.9     11
  207        1       283     515      5.66     -2.8     5.2    -1.2    66.4978    66.5174      765.9     11
  208        1       283     512      5.72     -2.6     5.2    -0.8    66.5145    66.5340      765.9     11
  209        1       285     507      5.66     -2.5     5.3    -0.5    66.5311    66.5508      765.9     11
  210        1       281     511      5.66     -2.4     5.3    -0.1    66.5478    66.5672      765.9     11
  211        1       280     519      5.76     -2.2     5.3     0.1    66.5645    66.5839      765.9     11
  212        1       269     511      5.74     -2.0     5.3    -0.3    66.5812    66.6007      765.9     11
  213        1       385     575      5.84     -1.8     5.2    -0.4    66.5978    66.6174      765.9     -1
  214        1       536     622      5.80     -1.6     5.2    -0.9    66.6145    66.6338      765.9     -1
  215        1       680     674      5.80     -1.3     5.1    -0.6    66.6312    66.6506      765.9     12
  216        1       767     698      5.76     -1.0     5.1    -0.9    66.6478    66.6673      765.9     12
  217        1       761     658      5.72     -0.7     5.0    -1.0    66.6645    66.6839      765.9     12
  218        1       741     663      5.82     -0.3     4.9    -0.8    66.6812    66.7006      765.9     12
  219        1       731     687      5.74      0.2     4.9    -0.7    66.6978    66.7173      765.9     12
  220        1       751     690      5.72      0.6     4.8    -1.5    66.7145    66.7340      765.9     12
  221        1       764     664      5.82      1.0     4.7    -1.6    66.7312    66.7505      765.9     12
  222        1       775     668      5.82      1.4     4.7    -1.3    66.7478    66.7672      765.6     12
  223        1       772     673      5.84      1.7     4.6    -1.5    66.7645    66.7838      765.3     12
  224        1       754     681      5.86      2.1     4.6    -1.3    66.7812    66.8006      765.3     12
  225        1       746     672      5.82      2.4     4.5    -1.2    66.7978    66.8172      765.3     12
  226        1       739     683      5.84      2.7     4.5    -0.9    66.8145    66.8338      765.3     12
  227        1       743     680      5.82      3.0     4.5    -0.5    66.8312    66.8507      765.3     12
  228        1       748     683      5.86      3.2     4.4    -0.9    66.8478    66.8673      765.3     12
  229        1       823     671      5.88      3.3     4.4    -0.9    66.8645    66.8840      765.2     -1
  230        1       895     646      5.84      3.5     4.4    -0.9    66.8812    66.9006      765.2     13
  231        1       905     610      5.82      3.6     4.3    -1.2    66.8978    66.9173      765.2     13
  232        1       904     608      5.84      3.6     4.3    -1.3    66.9145    66.9340      765.2     13
  233        1       914     621      5.82      3.6     4.2    -1.6    66.9312    66.9507      765.2     13
  234        1       917     630      5.82      3.7     4.2    -1.4    66.9478    66.9672      765.2     13
  235        1       921     634      5.82      3.8     4.1    -1.4    66.9645    66.9838      765.2     13
  236        1       918     640      5.86      3.9     4.1    -1.0    66.9812    67.0007      765.2     13
  237        1       917     638      5.84      4.0     4.1    -0.9    66.9978    67.0173      765.2     13
  238        1       913     643      5.84      4.0     4.1    -0.9    67.0145    67.0339      765.2     13
