Gazepoint Data File,  04:25:13  03/30/2017
Raw Gazepoint Data (60 Hz Sampling Rate):

    samp  Eye     Gazepoint  Pupil   Eyeball-Position  Focus  Mark   Last     Gaze     Report
    indx Found    X      Y    Diam     X     Y     Z   Range  Cnt  Mark Time  Time     Time
         (t/f)  (pix)  (pix)  (mm)   (mm)  (mm)  (mm)   (mm)         (sec)    (sec)    (sec)

      0     1     36     87   3.57   -1.4   2.2  -2.9   715.3    0     0.0000    26.3419    26.3614
      0     1     61    113   3.68    5.9 -18.1  -1.6   764.1    0     0.0000    26.3503    26.3696
      1     1    203    188   3.57   -1.0   3.7  -1.3   713.8    0     0.0000    26.3586    26.3780
      1     1    286    205   3.76    6.1 -15.8  -1.8   762.0    0     0.0000    26.3669    26.3863
      2     1    439    286   3.58   -0.5   4.9   0.0   713.2    0     0.0000    26.3753    26.3946
      2     1    529    286   3.75    6.4 -14.0  -1.3   760.8    0     0.0000    26.3836    26.4030
      3     1    639    367   3.54    0.1   5.8   0.6   713.3    0     0.0000    26.3919    26.4115
      3     1    713    357   3.74    6.9 -12.6  -2.1   760.4    0     0.0000    26.4003    26.4198
      4     1    785    408   3.58    0.6   6.4   1.0   713.8    0     0.0000    26.4086    26.4281
      4     1    836    423   3.79    7.1 -11.4  -1.2   760.5    0     0.0000    26.4169    26.4364
      5     1    805    421   3.60    1.3   6.9   1.0   714.4    0     0.0000    26.4253    26.4448
      5     1    827    437   3.79    7.6 -10.4  -1.7   760.4    0     0.0000    26.4336    26.4532
      6     1    812    412   3.61    2.0   7.1   0.8   714.6    0     0.0000    26.4419    26.4615
      6     1    841    413   3.78    7.8  -9.7  -2.7   759.8    0     0.0000    26.4503    26.4700
      7     1    806    417   3.61    2.6   7.2   0.6   714.6    0     0.0000    26.4586    26.4784
      7     1    838    407   3.83    8.0  -9.0  -2.5   759.2    0     0.0000    26.4669    26.4864
      8     1    795    412   3.65    3.1   7.2   0.5   714.6    0     0.0000    26.4753    26.4948
      8     1    839    407   3.81    8.0  -8.4  -3.9   759.1    0     0.0000    26.4836    26.5031
      9     1    795    425   3.65    3.4   7.2   0.3   714.6    0     0.0000    26.4919    26.5115
      9     1    832    406   3.84    7.8  -8.1  -4.1   758.5    0     0.0000    26.5003    26.5197
     10     1    798    423   3.68    3.4   6.9   0.5   714.6    0     0.0000    26.5086    26.5282
     10     1    799    424   3.87    7.3  -7.8  -4.0   758.0    0     0.0000    26.5170    26.5365
     11     1    802    409   3.68    3.3   6.7   0.8   714.6    0     0.0000    26.5253    26.5452
     11     1    837    408   3.85    6.9  -7.6  -5.1   757.5    0     0.0000    26.5336    26.5532
     12     1    797    409   3.70    3.2   6.5   1.1   714.7    0     0.0000    26.5420    26.5616
     12     1    838    405   3.89    6.5  -7.4  -4.6   756.8    0     0.0000    26.5503    26.5699
     13     1    796    408   3.71    3.2   6.3   1.2   714.7    0     0.0000    26.5586    26.5782
     13     1    833    406   3.90    6.3  -7.3  -4.6   756.5    0     0.0000    26.5670    26.5865
     14     1    794    406   3.72    3.3   6.0   1.2   714.7    0     0.0000    26.5753    26.5949
     14     1    834    405   3.90    6.1  -7.2  -4.2   755.7    0     0.0000    26.5836    26.6032
     15     1    797    409   3.73    3.4   5.8   1.5   714.7    0     0.0000    26.5920    26.6116
     15     1    830    397   3.88    5.9  -7.1  -5.0   755.1    0     0.0000    26.6003    26.6199
     16     1    798    415   3.76    3.4   5.7   2.3   714.7    0     0.0000    26.6086    26.6282
     16     1    831    403   3.91    5.7  -7.0  -4.7   754.5    0     0.0000    26.6170    26.6364
     17     1    797    404   3.75    3.5   5.5   2.2   714.7    0     0.0000    26.6253    26.6448
     17     1    825    396   3.87    5.6  -6.9  -5.5   754.4    0     0.0000    26.6336    26.6530
     18     1    843    401   3.78    3.5   5.3   1.7   714.7    0     0.0000    26.6420    26.6616
     18     1    889    378   3.92    5.5  -6.8  -4.7   754.2    0     0.0000    26.6503    26.6697
     19     1    895    378   3.75    3.6   5.1   1.6   714.7    0     0.0000    26.6586    26.6784
     19     1    925    361   3.91    5.4  -6.7  -4.8   753.5    0     0.0000    26.6670    26.6865
     20     1    882    378   3.76    3.6   5.0   1.6   714.8    0     0.0000    26.6753    26.6948
     20     1    926    376   3.90    5.3  -6.7  -4.2   752.4    0     0.0000    26.6836    26.7033
     21     1    892    381   3.73    3.6   4.8   1.3   714.8    0     0.0000    26.6920    26.7117
     21     1    923    369   3.89    5.1  -6.6  -4.9   751.6    0     0.0000    26.7003    26.7201
     22     1    883    391   3.73    3.6   4.6   1.0   714.8    0     0.0000    26.7086    26.7282
     22     1    916    387   3.89    5.0  -6.5  -4.0   751.1    0     0.0000    26.7170    26.7367
     23     1    882    375   3.73    3.5   4.5   1.1   714.8    0     0.0000    26.7253    26.7451
     23     1    917    369   3.87    4.7  -6.4  -4.3   750.9    0     0.0000    26.7337    26.7533
     24     1    878    375   3.75    3.4   4.4   1.9   714.8    0     0.0000    26.7420    26.7617
     24     1    916    392   3.88    4.5  -6.3  -3.5   750.4    0     0.0000    26.7503    26.7700
     25     1    881    389   3.72    3.3   4.4   1.8   714.8    0     0.0000    26.7587    26.7783
