Gazepoint Trace Data File,  04:46:01  03/30/2017 
sampindx  EyeFound   XPos   YPos   PupilDiam    EyeX    EyeY   EyeZ   GazeTiSec   RpTiSec   FoucsRange    FixIndx
  211        1       121      83      6.86     -6.6     6.7     2.9    29.8588    29.8786      715.0      7
  212        1       121      88      6.82     -6.6     6.7     2.3    29.8754    29.8951      715.6      7
  213        1       133      76      6.82     -6.5     6.7     1.6    29.8921    29.9118      716.9      7
  214        1       126      79      6.82     -6.5     6.6     1.2    29.9088    29.9282      717.7      7
  215        1       123      85      6.82     -6.4     6.6     0.4    29.9255    29.9451      717.8      7
  216        1       126      81      6.86     -6.3     6.5     0.4    29.9421    29.9617      717.8      7
  217        1       126      80      6.86     -6.3     6.5     0.4    29.9588    29.9786      717.8      7
  218        1       122      80      6.84     -6.2     6.4    -0.4    29.9755    29.9950      717.8      7
  219        1       127      80      6.86     -6.0     6.4    -0.5    29.9922    30.0116      717.8      7
  220        1       136      94      6.84     -5.9     6.4    -0.9    30.0088    30.0283      717.8      7
  221        1       262     269      6.94     -5.9     6.4    -1.2    30.0255    30.0451      717.8     -1
  222        1       355     450      7.02     -5.8     6.4    -1.0    30.0422    30.0617      717.8     -1
  223        1       435     581      6.96     -5.7     6.3    -0.9    30.0588    30.0782      717.8      8
  224        1       455     596      6.94     -5.5     6.3    -0.8    30.0755    30.0950      717.8      8
  225        1       459     621      6.94     -5.4     6.2    -0.7    30.0922    30.1116      717.8      8
  226        1       454     591      6.90     -5.1     6.1    -1.6    30.1089    30.1284      717.8      8
  227        1       453     601      6.90     -4.9     6.1    -2.1    30.1255    30.1450      717.9      8
  228        1       451     598      6.96     -4.6     6.0    -1.8    30.1422    30.1616      717.7      8
  229        1       450     603      6.98     -4.3     6.0    -1.6    30.1589    30.1782      717.2      8
  230        1       451     602      6.98     -4.1     5.9    -1.6    30.1755    30.1950      716.7      8
  231        1       453     605      7.02     -3.9     5.9    -1.7    30.1922    30.2116      716.7      8
  232        1       454     597      6.96     -3.7     5.9    -2.5    30.2089    30.2283      716.7      8
  233        1       444     616      7.04     -3.5     5.9    -2.3    30.2256    30.2450      716.7      8
  234        1       319     552      7.04     -3.4     5.8    -2.4    30.2422    30.2616      716.7     -1
  235        1       236     517      7.08     -3.3     5.8    -2.1    30.2589    30.2784      716.5      9
  236        1       228     512      7.14     -3.2     5.7    -2.2    30.2756    30.2950      716.4      9
  237        1       225     512      7.14     -3.1     5.7    -2.7    30.2922    30.3116      716.4      9
  238        1       231     512      7.08     -3.1     5.6    -3.5    30.3089    30.3284      716.4      9
  239        1       230     526      7.16     -3.0     5.5    -3.1    30.3256    30.3450      716.3      9
  240        1       222     529      7.20     -3.0     5.5    -2.6    30.3422    30.3616      715.8      9
  241        1       228     514      7.16     -2.9     5.5    -2.9    30.3589    30.3783      714.6      9
  242        1       231     531      7.18     -2.9     5.4    -2.6    30.3756    30.3951      713.8      9
  243        1       230     523      7.26     -2.8     5.3    -2.2    30.3922    30.4116      713.6      9
  244        1       229     519      7.20     -2.7     5.3    -2.0    30.4089    30.4284      713.4      9
  245        1       227     535      7.22     -2.7     5.3    -1.7    30.4256    30.4450      713.3      9
  246        1       227     528      7.20     -2.6     5.3    -1.8    30.4423    30.4617      713.3      9
  247        1       225     523      7.20     -2.5     5.3    -2.1    30.4589    30.4785      713.3      9
  248        1       225     524      7.18     -2.4     5.3    -2.9    30.4756    30.4950      713.3      9
  249        1       229     524      7.18     -2.3     5.3    -3.0    30.4923    30.5117      713.3      9
  250        1       233     533      7.18     -2.2     5.4    -2.7    30.5089    30.5283      713.0      9
  251        1       232     527      7.12     -2.1     5.4    -3.1    30.5256    30.5450      712.2      9
  252        1       236     538      7.18     -2.0     5.4    -2.4    30.5423    30.5617      711.7      9
  253        1       230     537      7.16     -1.9     5.4    -1.9    30.5589    30.5784      711.6      9
  254        1       230     526      7.16     -1.8     5.3    -1.7    30.5756    30.5950      711.1      9
  255        1       230     525      7.18     -1.7     5.3    -1.6    30.5923    30.6116      711.0      9
  256        1       235     520      7.14     -1.7     5.2    -2.0    30.6089    30.6284      711.0      9
  257        1       231     524      7.16     -1.6     5.2    -2.1    30.6256    30.6452      711.0      9
  258        1       231     522      7.20     -1.5     5.2    -1.8    30.6423    30.6616      711.0      9
  259        1       230     529      7.22     -1.4     5.1    -1.8    30.6589    30.6783      710.7      9
  260        1       337     585      7.22     -1.3     5.1    -1.7    30.6756    30.6950      710.7     -1
  261        1       495     618      7.32     -1.1     5.1    -1.5    30.6923    30.7119      710.7     10
  262        1       503     623      7.30     -0.9     5.1    -1.2    30.7089    30.7285      710.7     10
  263        1       498     627      7.32     -0.7     5.0    -1.0    30.7256    30.7451      710.7     10
  264        1       499     606      7.26     -0.5     4.9    -1.8    30.7423    30.7618      710.7     10
  265        1       498     629      7.32     -0.3     4.9    -1.4    30.7590    30.7784      710.7     10
  266        1       497     619      7.32     -0.1     5.0    -1.4    30.7756    30.7951      710.7     10
  267        1       496     622      7.30      0.2     5.0    -1.8    30.7923    30.8117      710.1     10
  268        1       499     630      7.34      0.4     5.2    -1.2    30.8090    30.8284      709.9     10
  269        1       499     615      7.32      0.7     5.3    -1.6    30.8256    30.8451      709.8     10
  270        1       496     634      7.38      0.9     5.3    -1.1    30.8423    30.8617      709.7     10
  271        1       492     611      7.36      1.2     5.4    -1.1    30.8590    30.8784      709.7     10
  272        1       498     609      7.38      1.4     5.4    -1.4    30.8756    30.8950      709.7     10
  273        1       500     630      7.40      1.6     5.5    -1.2    30.8923    30.9117      709.7     10
  274        1       496     631      7.40      1.7     5.5    -0.9    30.9090    30.9284      709.7     10
  275        1       499     628      7.44      1.7     5.5    -0.8    30.9256    30.9451      709.7     10
  276        1       495     630      7.44      1.8     5.5    -0.1    30.9423    30.9616      709.7     10
  277        1       493     628      7.42      1.8     5.5     0.1    30.9590    30.9784      709.5     10
  278        1       492     632      7.42      1.9     5.5     0.3    30.9756    30.9951      709.5     10
  279        1       493     613      7.46      1.9     5.5     0.2    30.9923    31.0118      709.5     10
  280        1       489     624      7.48      1.9     5.4     0.4    31.0090    31.0284      709.5     10
  281        1       487     622      7.42      1.9     5.4     0.3    31.0256    31.0451      709.5     10
  282        1       494     616      7.44      1.9     5.4    -0.3    31.0423    31.0617      709.5     10
  283        1       492     626      7.48      1.9     5.4     0.3    31.0590    31.0784      709.5     10
  284        1       495     628      7.42      1.8     5.4     0.3    31.0757    31.0951      709.5     10
  285        1       490     630      7.40      1.9     5.4     0.3    31.0923    31.1116      709.5     10
  286        1       493     626      7.46      1.9     5.5     0.3    31.1090    31.1283      709.5     10
  287        1       493     613      7.36      2.0     5.5    -0.5    31.1257    31.1451      709.5     10
  288        1       492     618      7.44      2.0     5.5    -0.7    31.1423    31.1617      709.5     10
  289        1       495     620      7.40      2.1     5.5    -1.0    31.1590    31.1784      709.6     10
  290        1       497     615      7.36      2.1     5.5    -2.0    31.1757    31.1950      709.5     10
  291        1       496     614      7.40      2.1     5.5    -1.8    31.1923    31.2119      709.5     10
  292        1       495     608      7.36      2.2     5.5    -2.2    31.2090    31.2284      709.5     10
  293        1       494     619      7.38      2.3     5.6    -1.2    31.2257    31.2450      708.9     10
  294        1       502     626      7.36      2.4     5.6    -1.0    31.2423    31.2617      707.9     10
  295        1       496     628      7.36      2.4     5.6    -0.3    31.2590    31.2785      707.7     10
  296        1       501     620      7.34      2.5     5.7    -0.3    31.2757    31.2951      707.7     10
  297        1       500     611      7.32      2.6     5.7    -0.8    31.2923    31.3117      707.7     10
  298        1       500     623      7.34      2.5     5.7    -0.6    31.3090    31.3284      707.7     10
  299        1       497     625      7.32      2.6     5.7    -0.4    31.3257    31.3451      707.7     10
  300        1       500     626      7.32      2.5     5.7    -0.2    31.3423    31.3618      707.7     10
  301        1       502     621      7.30      2.6     5.7    -0.3    31.3590    31.3784      707.7     10
  302        1       504     609      7.28      2.7     5.7    -0.2    31.3757    31.3950      707.7     10
  303        1       560     600      7.30      2.8     5.7    -0.0    31.3923    31.4118      707.7     -1
  304        1       703     528      7.30      3.0     5.8     0.6    31.4090    31.4284      707.7     -1
